"sname","fname","labour","tory","lnrealgross","lnrealnet","treated","yob","yod","scat_pub","scat_eto","scat_sec","scat_nm","ucat_ox","ucat_deg","ucat_nm","aristo","female","oc_teacherall","oc_barrister","oc_solicitor","oc_dr","oc_civil_serv","oc_local_politics","oc_business","oc_white_collar","oc_union_org","oc_journalist","oc_miner","wobl_race_region","pre_wobl","wobl_race_electorate","wobl_race_turnout","wobl_race_effective_number_of_ca","wobl_margin","directorships_1983"
"Walsh","Robert",1,0,12.0962562561035,12.0962562561035,0,1911,1994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"North West England",-0.0715307891368866,64897,0.821887016296387,1.98932075500488,-0.0732685923576355,NA
"Ridsdale","Julian",0,1,13.0574369430542,12.9444284439087,1,1915,2004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East of England",NA,56003,0.755745232105255,2.25367331504822,0.223608359694481,0
"Parris","Edward",1,0,12.4029788970947,12.4029788970947,0,1915,1996,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yorkshire and Humberside",-0.0467759817838669,51836,0.87142139673233,1.9853743314743,-0.0858294069766998,0
"Gray","Alfred",1,0,11.4367599487305,11.4367599487305,0,1900,1984,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"East of England",NA,60070,0.796171128749847,2.74725747108459,-0.103772006928921,0
"Lofthouse","Francis",0,1,12.1201086044312,12.1201086044312,0,1926,1993,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"North West England",-0.0848505273461342,69229,0.747519075870514,2.36549210548401,-0.172695651650429,0
"Lamb","Richard",0,1,15.9364519119263,15.9309892654419,0,1911,1999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",0.225245401263237,50065,0.817317485809326,2.56362342834473,-0.125369638204575,0
"Tomney","Frank",1,0,12.8100004196167,12.8100004196167,1,1908,1984,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Greater London",NA,41472,0.810450434684753,3.13903903961182,0.0874713659286499,0
"Oakes","Gordon",1,0,13.8079147338867,13.8008813858032,1,1931,2005,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"North West England",-0.0925762578845024,51346,0.781501948833466,2.88847136497498,0.0746878683567047,0
"Lowe","William",0,1,13.7241668701172,13.7241668701172,0,1933,1994,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"North West England",-0.125341072678566,50373,0.714013457298279,2.28179955482483,-0.257291406393051,0
"Burden","Frederick",0,1,12.5906038284302,12.5906038284302,1,1905,1987,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"South East England",NA,45866,0.848733246326447,1.99430632591248,0.0534319765865803,0
"Nurse","Graham",1,0,12.5190200805664,11.1492547988892,0,1941,2003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"East of England",-0.124975003302097,60758,0.759340345859528,2.46091866493225,-0.0380180329084396,0
"MacDonald","Alistair",1,0,12.4284496307373,9.43271732330322,1,1925,1999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South East England",-0.0301324632018805,59895,0.842557787895203,2.46597766876221,0.0160507280379534,NA
"Marks","Kenneth",1,0,10.3630151748657,10.3630151748657,1,1920,1988,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"North West England",0.201924949884415,61594,0.718998610973358,2.23041129112244,0.137402340769768,0
"Henry","Martin",0,1,12.4284496307373,9.43271732330322,0,1912,1999,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"North West England",-0.0308069363236427,49933,0.878857672214508,1.99962615966797,-0.0136724086478353,0
"Routledge","K Graham",0,1,11.4885320663452,11.4885320663452,0,1927,1989,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"North West England",-0.0693466439843178,59960,0.784005999565125,2.38880228996277,-0.0771979838609695,0
"Lewis","Kenneth",0,1,14.1041631698608,14.1041631698608,1,1916,1997,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"East Midlands",0.0866558030247688,41061,0.808918416500092,1.95670020580292,0.148758098483086,0
"Lewis","Ronald",1,0,12.1462802886963,12.1462802886963,1,1909,1990,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"North West England",-0.0476872399449348,49121,0.856293618679047,2.59818601608276,0.0504017882049084,0
"Fitt","Gerard",1,0,13.5391206741333,13.4708766937256,1,1926,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,67588,0.748254120349884,1.99684262275696,0.0397642999887466,0
"Foley","Maurice",1,0,12.4139947891235,12.2708940505981,1,1925,2002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"West Midlands",0.148201495409012,64289,0.647171378135681,1.97907662391663,0.102821707725525,0
"Marten","Neil",0,1,13.4054679870605,13.4054679870605,1,1916,1985,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"South East England",0.0876335725188255,64414,0.810165464878082,2.42597651481628,0.128655195236206,0
"Ripley","Sydney",0,1,12.8390102386475,12.8390102386475,0,1909,1991,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,"East of England",-0.0317152813076973,53568,0.871807813644409,2.21541118621826,-0.0108777116984129,0
"Ascher","Conrad",1,0,13.2807817459106,13.2807817459106,0,1930,1994,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"East of England",0.0959366336464882,46451,0.782308220863342,2.34035873413086,-0.0227303989231586,0
"Papworth","Anne",0,1,10.8488464355469,10.8488464355469,0,1907,1994,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,"North West England",-0.207504779100418,55458,0.624905347824097,2.23355293273926,-0.207352265715599,0
"Crotty","Patrick",0,1,12.0621900558472,12.0621900558472,0,1919,1995,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Yorkshire and Humberside",-0.230759784579277,76591,0.658719718456268,1.99330687522888,-0.152917623519897,0
"McCrindle","Robert",0,1,13.3267412185669,13.3134784698486,1,1929,1998,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"East of England",-0.0190994646400213,123297,0.741980731487274,1.99627089500427,0.0432206727564335,NA
"Allen","Donald",0,1,11.8223352432251,11.7453136444092,0,1940,2005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Midlands",-0.134306117892265,67989,0.760270059108734,1.99888646602631,-0.0236022435128689,0
"Orme","Stanley",1,0,12.0086898803711,11.9862642288208,1,1923,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"North West England",0.065810963511467,50514,0.731203258037567,1.97630929946899,0.109486676752567,0
"Orme","Robert",0,1,11.4838390350342,11.4838390350342,0,1908,1988,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Midlands",-0.160563737154007,60752,0.769999325275421,1.93687534332275,-0.180529728531837,NA
"O'Reilly","Noel",0,1,12.61510181427,12.61510181427,0,1906,1997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"North West England",-0.126600533723831,48026,0.874318063259125,2.54980278015137,-0.0760181024670601,0
"Mactaggart","Ian",0,1,11.8629865646362,11.8629865646362,0,1923,1987,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Greater London",-0.20287498831749,43114,0.687758028507233,2.0433669090271,-0.11820450425148,0
"Tilney","John",0,1,11.7353086471558,11.7353086471558,1,1907,1994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"North West England",NA,60950,0.82420015335083,2.38212037086487,0.151388481259346,0
"Woodhouse","Christopher",0,1,13.1267166137695,13.1095752716064,1,1917,2001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South East England",0.14682674407959,66655,0.789123117923737,2.49359607696533,0.161371886730194,0
"Coulson","Michael",0,1,12.7108602523804,12.6902952194214,1,1927,2002,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Yorkshire and Humberside",0.011575436219573,63918,0.815513610839844,2.4395055770874,0.0134673677384853,0
"Beard","Paul",0,1,13.0822954177856,13.0822954177856,0,1930,1989,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yorkshire and Humberside",-0.101915746927261,52729,0.793927431106567,1.9891973733902,-0.073692761361599,0
"Tylecote","Mabel",1,0,11.1617212295532,11.1617212295532,0,1896,1987,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"East of England",-0.0508866608142853,45402,0.783225417137146,1.99512374401093,-0.0494375713169575,0
"Leadbeater","David",1,0,12.4437379837036,12.4437379837036,0,1907,1998,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Wales",NA,45559,0.866853952407837,2.68025469779968,-0.170131415128708,0
"Ogden","Michael",0,1,14.646918296814,14.6416893005371,0,1926,2003,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"East of England",-0.0410720854997635,97645,0.82423061132431,2.48755574226379,-0.0932879373431206,0
"Huzzard","Ronald",1,0,12.4437379837036,10.8343000411987,0,1920,1998,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"South East England",-0.130492553114891,60678,0.828603446483612,2.58408808708191,-0.0301324632018805,0
"Thomas","Roger",1,0,12.4029788970947,12.4029788970947,0,1905,1996,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"South West England",-0.1295136064291,47585,0.802437722682953,1.96061372756958,-0.141734763979912,0
"Cavanagh","Edward",1,0,12.0969152450562,12.0969152450562,0,1912,1989,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"North West England",-0.165703758597374,69369,0.792400062084198,2.86836791038513,-0.0350021831691265,0
"Payne","Kenneth",0,1,12.7977447509766,12.7985324859619,0,1920,1999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Greater London",-0.0618955530226231,49903,0.570146083831787,1.94939839839935,-0.161113455891609,0
"Ford","Donald",1,0,12.172625541687,12.172625541687,0,1924,1991,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"East of England",NA,83647,0.843234062194824,2.66076564788818,-0.0622820183634758,NA
"Renier","Olive",1,0,12.747727394104,12.7177352905273,0,1913,2001,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,"Greater London",-0.0844493359327316,56881,0.789332091808319,1.95879375934601,-0.14503987133503,0
"Crabb","Rowland",1,0,12.399299621582,11.3494777679443,0,1914,2000,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"South West England",-0.0808364525437355,59313,0.762075781822205,1.99990034103394,-0.00705736596137285,0
"Stanley","Neville",1,0,12.1798276901245,12.1798276901245,0,1892,1988,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"East of England",-0.0902139022946358,56851,0.798033475875854,1.98465752601624,-0.0879234746098518,0
"Brierley","Eric",1,0,12.240719795227,12.240719795227,0,1912,1992,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yorkshire and Humberside",-0.118091911077499,55860,0.83324384689331,2.62634634971619,-0.050961434841156,1
"Hallinan","Lincoln",0,1,12.3720865249634,12.355278968811,0,1922,1997,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Wales",-0.105301134288311,59524,0.800483822822571,1.99139583110809,-0.0657320320606232,0
"Rogers","Albert",1,0,12.4284496307373,12.4284496307373,0,1911,1999,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"South West England",-0.125576838850975,54084,0.820002198219299,2.56771540641785,-0.127646625041962,0
"Rogers","Katherine",1,0,12.0915212631226,12.0915212631226,0,1908,1989,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"West Midlands",-0.0686118677258492,84210,0.789514303207397,1.99888956546783,-0.0235692262649536,0
"Rodgers","John",0,1,13.5198440551758,13.5198440551758,1,1906,1993,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"South East England",NA,57563,0.849000215530396,2.42369675636292,0.157189339399338,0
"Howson","Clive",0,1,12.515622138977,12.515622138977,0,1922,1995,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"North West England",-0.116780988872051,49173,0.732902228832245,2.51116061210632,-0.0573822818696499,0
"Maxwell","David",0,1,12.0962562561035,12.0962562561035,0,1913,1994,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"North West England",-0.131005629897118,48412,0.830641150474548,2.36211681365967,-0.169646635651588,0
"Alport","Cuthbert",0,1,13.0968675613403,13.0836563110352,1,1912,1998,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"East of England",NA,53048,0.867742419242859,2.36893439292908,0.0202250611037016,0
"Brinton","Tatton",0,1,14.2850914001465,14.2850914001465,1,1916,1985,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"West Midlands",0.20286613702774,60606,0.794145822525024,2.46610116958618,0.142405986785889,0
"Bray","Jeremy",1,0,12.4605150222778,12.0573205947876,1,1930,2002,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"North East England",-0.194289535284042,52905,0.840733408927917,2.53023886680603,0.0257424861192703,0
"Bray","Ronald",0,1,13.2081336975098,13.2081336975098,1,1922,1984,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"North West England",-0.107912912964821,49904,0.781821072101593,1.9953670501709,0.0481853596866131,0
"Stuart-Mills","John",0,1,11.8151445388794,11.8151445388794,0,1931,1988,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"North West England",-0.381796568632126,26400,0.537348508834839,1.63843989372253,-0.469758927822113,0
"Higgs","Michael",0,1,12.268970489502,12.268970489502,1,1912,1995,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"West Midlands",NA,57462,0.858010530471802,2.50832939147949,0.00385372084565461,0
"Higgs","Thomas",1,0,12.4437379837036,12.4437379837036,0,1913,1998,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"Greater London",-0.0726853832602501,66709,0.794345617294312,2.40081381797791,-0.00996414385735989,0
"Webb","Dennis",1,0,12.1680793762207,12.1680793762207,0,1901,1991,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"East Midlands",NA,44870,0.871049702167511,2.3738260269165,-0.0450312159955502,0
"Murray","Richard",1,0,12.1462802886963,12.1462802886963,0,1920,1990,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scotland",-0.061844002455473,27180,0.732597470283508,2.5842547416687,-0.151416227221489,NA
"Murray","Neil",0,1,12.7037811279297,12.6941938400269,0,1923,2005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"North East England",-0.154781132936478,48865,0.80753093957901,2.32661247253418,-0.211074501276016,0
"Murray","James",1,0,11.7402410507202,11.7402410507202,0,1929,1989,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"East Midlands",-0.0949772521853447,67540,0.715738832950592,2.41692876815796,-0.191473081707954,NA
"Beale","William",0,1,13.6134519577026,13.6134519577026,0,1920,1996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Scotland",-0.0108429379761219,64165,0.859721004962921,1.98157012462616,-0.0964397042989731,0
"Corfield","Frederick",0,1,14.0212755203247,14.0152883529663,1,1915,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",NA,51166,0.816831469535828,1.99659478664398,0.0412977933883667,0
"Hamilton","Michael",0,1,12.4480905532837,12.4480905532837,1,1918,2000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"East Midlands",-0.0207791049033403,52261,0.867224097251892,1.99964249134064,0.0133709898218513,0
"Horrocks","Robert",0,1,11.3442449569702,11.3442449569702,0,1923,1986,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"North West England",-0.038936335593462,60706,0.810957729816437,1.99376964569092,-0.0559008717536926,0
"Boyden","James",1,0,13.2577285766602,13.2577285766602,1,1910,1993,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North East England",0.154781132936478,48865,0.80753093957901,2.32661247253418,0.211074501276016,0
"Young","David",1,0,12.6606101989746,12.649302482605,1,1928,2003,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"South East England",-0.0885776057839394,74279,0.819450974464417,2.48053240776062,-0.0723368600010872,0
"Courtney","Anthony",0,1,10.4591302871704,10.4591302871704,1,1908,1988,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Greater London",0.0886354744434357,49273,0.835366249084473,1.95910394191742,0.144481420516968,0
"Kitts","Albert",1,0,10.7341642379761,10.6526117324829,0,1911,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"East Midlands",-0.191128209233284,43881,0.819466292858124,1.90321516990662,-0.225506827235222,0
"Partridge","Ernest",0,1,11.3777084350586,11.3777084350586,1,1895,1985,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Greater London",-0.0105549981817603,40848,0.856051683425903,1.99960088729858,0.0141272023320198,0
"Partridge","Graham",0,1,13.934139251709,13.9197149276733,0,1916,2004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Wales",NA,62372,0.83654522895813,2.15137648582458,-0.101998962461948,0
"Shaw","Arnold",1,0,11.2026815414429,11.2026815414429,1,1909,1984,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"Greater London",-0.0388677157461643,56302,0.769279956817627,2.42534947395325,0.0581824891269207,0
"Churchill","Winston",0,1,12.4437379837036,12.4437379837036,1,1940,1998,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North West England",-0.0641013458371162,71062,0.749247133731842,1.98869132995605,0.075408972799778,0
"Taylor","Ewart",1,0,12.4139947891235,9.46478271484375,0,1927,2002,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"West Midlands",NA,57025,0.807803571224213,1.99170398712158,-0.0645392388105392,NA
"Taylor","Frank",0,1,12.5190200805664,11.4572219848633,1,1907,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"North West England",0.245875746011734,50142,0.65452116727829,2.77692413330078,0.128827810287476,0
"Taylor","James",0,1,12.8249235153198,12.8140125274658,0,1926,2000,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"South West England",-0.22919137775898,36090,0.66705459356308,2.38405561447144,-0.13479271531105,0
"Curran","James",1,0,12.5922212600708,12.4021682739258,0,1945,2002,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"East of England",-0.12543186545372,66602,0.751749217510223,2.3086850643158,-0.195933535695076,0
"Lyon","Alexander",1,0,12.1201086044312,12.1201086044312,1,1931,1993,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yorkshire and Humberside",-0.0183654259890318,70431,0.82682341337204,1.9782931804657,0.1047498062253,0
"Edwards","Anthony",1,0,13.8509368896484,13.8437557220459,0,1931,2000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"South East England",-0.174117848277092,59844,0.779810845851898,2.6077287197113,-0.136134743690491,0
"Hingston","Frederick",0,1,13.3522081375122,13.3239870071411,0,1911,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"West Midlands",-0.160962745547295,50450,0.727690756320953,2.09763360023499,-0.0457616038620472,0
"Soames","Christopher",0,1,15.319224357605,15.319224357605,1,1920,1987,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East of England",NA,52592,0.875475347042084,2.37832641601562,0.0457832887768745,0
"Gower","Raymond",0,1,12.5559406280518,12.5559406280518,1,1916,1989,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Wales",-0.0219509582966566,55034,0.868208765983582,1.99762070178986,0.0345116257667542,NA
"Powe","Frederick",1,0,10.7642545700073,10.7642545700073,0,1903,1990,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Greater London",-0.186154410243034,50344,0.793560326099396,1.9221339225769,-0.201271563768387,0
"Chesworth","Donald",1,0,12.172625541687,12.172625541687,0,1923,1991,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"West Midlands",NA,57462,0.858010530471802,2.50832939147949,-0.00385372084565461,0
"Field","Xenia",1,0,14.9832229614258,14.9832229614258,0,1894,1998,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"South West England",NA,59919,0.877451241016388,2.43307685852051,-0.0171751361340284,0
"White","Eirene",1,0,12.9335794448853,12.9153347015381,1,1909,1999,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,"Wales",NA,50408,0.880237281322479,2.63331198692322,0.150931909680367,0
"White","Roger",0,1,12.399299621582,11.3494777679443,1,1928,2000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"South East England",-0.0787484422326088,84111,0.759341835975647,2.33478569984436,0.0189919993281364,5
"Boyle","William",1,0,11.4367599487305,11.4367599487305,0,1903,1984,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Scotland",-0.27935254573822,34388,0.735227406024933,1.87546789646149,-0.257683038711548,2
"Hornsby-Smith","Dame Patricia",0,1,11.8325510025024,11.8325510025024,1,1914,1985,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"South East England",NA,65231,0.863117218017578,2.43901920318604,0.00296614691615105,0
"Douglas-Mann","Bruce",1,0,13.8509368896484,13.8437557220459,1,1927,2000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Greater London",0.180097863078117,43466,0.574172914028168,2.27797079086304,0.135553151369095,0
"Lawson","Charles",0,1,12.2674913406372,12.2674913406372,0,1897,1986,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"North West England",-0.0490135364234447,59382,0.814657628536224,1.99538695812225,-0.0480816923081875,0
"MacKenzie","Donald",1,0,12.1201086044312,12.1201086044312,0,1932,1993,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scotland",-0.235977485775948,36154,0.68025666475296,2.6343846321106,-0.140603393316269,NA
"Le Marchant","Spencer",0,1,14.7602405548096,14.7602405548096,1,1931,1986,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Midlands",-0.0198285095393658,55362,0.807972967624664,2.63568758964539,0.0336232148110867,0
"Speir","Rupert",0,1,13.5533380508423,13.5410461425781,1,1910,1998,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"North East England",0.712097585201263,47363,0.824166536331177,1.92881488800049,0.192109644412994,0
"Smith","Patten",1,0,12.4029788970947,12.4029788970947,0,1917,1996,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"South East England",-0.273771911859512,52941,0.707410156726837,1.91324293613434,-0.212944909930229,NA
"Morgan","Geraint",0,1,13.4430961608887,13.4430961608887,1,1920,1995,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Wales",NA,53000,0.808641493320465,3.16706562042236,0.107914507389069,0
"Morgan","Frederick",1,0,12.3383779525757,12.3383779525757,0,1927,1998,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"South West England",-0.0192454159259796,61700,0.810032427310944,2.47493433952332,-0.0375557728111744,0
"Morgan","Leslie",0,1,12.4605150222778,11.9266996383667,0,1926,2002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wales",NA,31152,0.837698996067047,2.89184308052063,-0.107066214084625,0
"Bowyer","John",1,0,12.6058292388916,12.6058292388916,0,1930,1992,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"South East England",-0.144685715436935,88872,0.789528787136078,2.65220403671265,-0.0860946029424667,0
"Dyer","Henry",1,0,13.6085758209229,13.6085758209229,0,1902,1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"East Midlands",NA,49207,0.823602318763733,2.53957962989807,-0.113109782338142,0
"Alison","Michael",0,1,15.1991834640503,15.1955766677856,1,1926,2004,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Yorkshire and Humberside",0.168417066335678,58246,0.814304828643799,1.9396812915802,0.176344081759453,0
"Bullus","Eric",0,1,12.43053150177,10.302300453186,1,1906,2001,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,"Greater London",NA,48817,0.884671330451965,2.45085072517395,0.172343522310257,0
"Longden","Gilbert",0,1,12.7780809402466,12.7780809402466,1,1902,1997,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"South West England",NA,49518,0.861000061035156,2.28170442581177,0.20394042134285,0
"John","Thomas",0,1,12.3720865249634,12.3720865249634,0,1910,1997,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"West Midlands",-0.273647785186768,29735,0.537312924861908,1.86962819099426,-0.264067083597183,0
"Allaun","Frank",1,0,12.4605150222778,11.3009939193726,1,1913,2002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"North West England",0.139235824346542,55853,0.697795987129211,1.99607610702515,0.0443372502923012,0
