"municipality","ever_treated","treatment","year","gdvote","trarrprop","logdist"
"7",FALSE,0,2012,7.98228830099106,0,5.48097229003906
"7",FALSE,0,2013,7.27716758847237,0,5.48097229003906
"7",FALSE,0,2015,6.36330023407936,0,5.48097229003906
"7",FALSE,0,2016,7.61778950691223,0,5.48097229003906
"3",FALSE,0,2012,2.58291754871607,0,5.7635908126831
"3",FALSE,0,2013,4.28439788520336,0,5.7635908126831
"3",FALSE,0,2015,2.71493215113878,0,5.7635908126831
"3",FALSE,0,2016,3.6940686404705,0,5.7635908126831
"4",FALSE,0,2012,4.95495498180389,0,4.46694183349609
"4",FALSE,0,2013,4.76190485060215,0,4.46694183349609
"4",FALSE,0,2015,4.87804859876633,0,4.46694183349609
"4",FALSE,0,2016,5.98802380263805,0,4.46694183349609
"5",FALSE,0,2012,2.86521390080452,0,5.4090085029602
"5",FALSE,0,2013,3.04932128638029,0,5.4090085029602
"5",FALSE,0,2015,3.15904878079891,0,5.4090085029602
"5",FALSE,0,2016,4.60459664463997,0,5.4090085029602
"2",TRUE,0,2012,3.57142873108387,0,2.74598813056946
"2",TRUE,0,2013,4.6875,0,2.74598813056946
"2",TRUE,0,2015,3.27868834137917,0,2.74598813056946
"2",TRUE,1,2016,5.00000007450581,5,2.74598813056946
"6",FALSE,0,2012,18.8385263085365,0,5.53737354278564
"6",FALSE,0,2013,11.304347962141,0,5.53737354278564
"6",FALSE,0,2015,6.12903237342834,0,5.53737354278564
"6",FALSE,0,2016,9.98185127973557,0,5.53737354278564
"8",FALSE,0,2012,4.16233092546463,0,5.19462203979492
"8",FALSE,0,2013,4.58536595106125,0,5.19462203979492
"8",FALSE,0,2015,5.7273767888546,0,5.19462203979492
"8",FALSE,0,2016,5.97609579563141,0,5.19462203979492
"9",FALSE,0,2012,2.13480442762375,0,5.6762056350708
"9",FALSE,0,2013,3.07463426142931,0,5.6762056350708
"9",FALSE,0,2015,2.37686838954687,0,5.6762056350708
"9",FALSE,0,2016,3.4011784940958,0,5.6762056350708
"10",FALSE,0,2012,4.73269075155258,0,4.63928174972534
"10",FALSE,0,2013,3.9792388677597,0,4.63928174972534
"10",FALSE,0,2015,5.51583245396614,0,4.63928174972534
"10",FALSE,0,2016,6.35838136076927,0,4.63928174972534
"11",FALSE,0,2012,3.57142873108387,0,4.93706035614014
"11",FALSE,0,2013,7.58928582072258,0,4.93706035614014
"11",FALSE,0,2015,4.49438206851482,0,4.93706035614014
"11",FALSE,0,2016,4.16666679084301,0,4.93706035614014
"12",FALSE,0,2012,12.7987891435623,0,4.77803039550781
"12",FALSE,0,2013,9.05568972229958,0,4.77803039550781
"12",FALSE,0,2015,7.39750415086746,0,4.77803039550781
"12",FALSE,0,2016,7.6681450009346,0,4.77803039550781
"13",FALSE,0,2012,3.93487103283405,0,5.12782573699951
"13",FALSE,0,2013,3.31125818192959,0,5.12782573699951
"13",FALSE,0,2015,2.54237279295921,0,5.12782573699951
"13",FALSE,0,2016,5.45722730457783,0,5.12782573699951
"14",FALSE,0,2012,0.794100947678089,0,5.6095814704895
"14",FALSE,0,2013,0.482509052380919,0,5.6095814704895
"14",FALSE,0,2015,0,0,5.6095814704895
"14",FALSE,0,2016,0,0,5.6095814704895
"15",FALSE,0,2012,3.78542691469193,0,5.7856388092041
"15",FALSE,0,2013,4.71997559070587,0,5.7856388092041
"15",FALSE,0,2015,3.75805646181107,0,5.7856388092041
"15",FALSE,0,2016,5.85559979081154,0,5.7856388092041
"16",FALSE,0,2012,1.6154246404767,0,5.5509033203125
"16",FALSE,0,2013,2.49824896454811,0,5.5509033203125
"16",FALSE,0,2015,1.80681552737951,0,5.5509033203125
"16",FALSE,0,2016,2.9073815792799,0,5.5509033203125
"17",FALSE,0,2012,3.99999991059303,0,4.38477277755737
"17",FALSE,0,2013,2.36220471560955,0,4.38477277755737
"17",FALSE,0,2015,1.51324085891247,0,4.38477277755737
"17",FALSE,0,2016,2.50312890857458,0,4.38477277755737
"18",FALSE,0,2012,1.21951214969158,0,5.53623151779175
"18",FALSE,0,2013,1.66754890233278,0,5.53623151779175
"18",FALSE,0,2015,1.40377739444375,0,5.53623151779175
"18",FALSE,0,2016,2.1099554374814,0,5.53623151779175
"19",FALSE,0,2012,11.2903222441673,0,5.87625026702881
"19",FALSE,0,2013,9.23076942563057,0,5.87625026702881
"19",FALSE,0,2015,3.84615398943424,0,5.87625026702881
"19",FALSE,0,2016,3.27868834137917,0,5.87625026702881
"20",FALSE,0,2012,2.93269623070955,0,5.65882015228271
"20",FALSE,0,2013,3.73864136636257,0,5.65882015228271
"20",FALSE,0,2015,2.72142924368382,0,5.65882015228271
"20",FALSE,0,2016,4.28821481764317,0,5.65882015228271
"21",FALSE,0,2012,9.61126163601875,0,5.34715509414673
"21",FALSE,0,2013,9.29170995950699,0,5.34715509414673
"21",FALSE,0,2015,7.22626149654388,0,5.34715509414673
"21",FALSE,0,2016,8.22978690266609,0,5.34715509414673
"22",FALSE,0,2012,5.12367486953735,0,5.95189189910889
"22",FALSE,0,2013,7.32142850756645,0,5.95189189910889
"22",FALSE,0,2015,5.68807348608971,0,5.95189189910889
"22",FALSE,0,2016,7.82442763447762,0,5.95189189910889
"23",FALSE,0,2012,10.0393697619438,0,5.32685613632202
"23",FALSE,0,2013,9.90209132432938,0,5.32685613632202
"23",FALSE,0,2015,8.68444666266441,0,5.32685613632202
"23",FALSE,0,2016,9.56124812364578,0,5.32685613632202
"24",FALSE,0,2012,6.10072687268257,0,6.13731670379639
"24",FALSE,0,2013,5.52686862647533,0,6.13731670379639
"24",FALSE,0,2015,4.75218296051025,0,6.13731670379639
"24",FALSE,0,2016,6.74943029880524,0,6.13731670379639
"25",FALSE,0,2012,2.58444026112556,0,5.52297973632812
"25",FALSE,0,2013,3.33291478455067,0,5.52297973632812
"25",FALSE,0,2015,2.75794249027967,0,5.52297973632812
"25",FALSE,0,2016,3.72243337333202,0,5.52297973632812
"26",FALSE,0,2012,6.5051905810833,0,4.92245960235596
"26",FALSE,0,2013,5.39080463349819,0,4.92245960235596
"26",FALSE,0,2015,6.15628436207771,0,4.92245960235596
"26",FALSE,0,2016,5.95317743718624,0,4.92245960235596
"27",FALSE,0,2012,10.5169974267483,0,5.1402006149292
"27",FALSE,0,2013,6.85895159840584,0,5.1402006149292
"27",FALSE,0,2015,6.98313564062119,0,5.1402006149292
"27",FALSE,0,2016,7.89439305663109,0,5.1402006149292
"28",FALSE,0,2012,2.70108040422201,0,5.46484804153442
"28",FALSE,0,2013,2.33210232108831,0,5.46484804153442
"28",FALSE,0,2015,2.68312878906727,0,5.46484804153442
"28",FALSE,0,2016,3.86365465819836,0,5.46484804153442
"29",FALSE,0,2012,6.87732324004173,0,5.11577558517456
"29",FALSE,0,2013,4.63871546089649,0,5.11577558517456
"29",FALSE,0,2015,3.56768108904362,0,5.11577558517456
"29",FALSE,0,2016,5.18763810396194,0,5.11577558517456
"30",FALSE,0,2012,9.22131165862083,0,6.16571187973022
"30",FALSE,0,2013,6.4467765390873,0,6.16571187973022
"30",FALSE,0,2015,3.95136773586273,0,6.16571187973022
"30",FALSE,0,2016,5.10018207132816,0,6.16571187973022
"31",FALSE,0,2012,2.39076670259237,0,4.03282356262207
"31",FALSE,0,2013,2.92474534362555,0,4.03282356262207
"31",FALSE,0,2015,2.65798270702362,0,4.03282356262207
"31",FALSE,0,2016,2.88358852267265,0,4.03282356262207
"32",FALSE,0,2012,7.78768211603165,0,5.55140781402588
"32",FALSE,0,2013,7.92795270681381,0,5.55140781402588
"32",FALSE,0,2015,6.54634013772011,0,5.55140781402588
"32",FALSE,0,2016,7.95621648430824,0,5.55140781402588
"37",FALSE,0,2012,4.30107526481152,0,4.95582723617554
"37",FALSE,0,2013,4.53900694847107,0,4.95582723617554
"37",FALSE,0,2015,3.17460335791111,0,4.95582723617554
"37",FALSE,0,2016,4.76947538554668,0,4.95582723617554
"38",FALSE,0,2012,5.80551512539387,0,5.15663862228394
"38",FALSE,0,2013,4.6850997954607,0,5.15663862228394
"38",FALSE,0,2015,3.83048094809055,0,5.15663862228394
"38",FALSE,0,2016,4.56397719681263,0,5.15663862228394
"39",FALSE,0,2012,7.32302963733673,0,6.2350378036499
"39",FALSE,0,2013,6.61243870854378,0,6.2350378036499
"39",FALSE,0,2015,5.74339181184769,0,6.2350378036499
"39",FALSE,0,2016,7.6595664024353,0,6.2350378036499
"33",TRUE,0,2012,3.86414267122746,0,2.80578184127808
"33",TRUE,0,2013,3.73074747622013,0,2.80578184127808
"33",TRUE,0,2015,3.83833833038807,0,2.80578184127808
"33",TRUE,1,2016,6.01085275411606,0.871024489402771,2.80578184127808
"34",FALSE,0,2012,3.69318164885044,0,5.89775800704956
"34",FALSE,0,2013,3.95256914198399,0,5.89775800704956
"34",FALSE,0,2015,3.16636376082897,0,5.89775800704956
"34",FALSE,0,2016,5.47392666339874,0,5.89775800704956
"35",FALSE,0,2012,6.76056370139122,0,4.55524444580078
"35",FALSE,0,2013,6.39582797884941,0,4.55524444580078
"35",FALSE,0,2015,6.4588688313961,0,4.55524444580078
"35",FALSE,0,2016,7.18093439936638,0,4.55524444580078
"36",FALSE,0,2012,10.4684099555016,0,5.0665111541748
"36",FALSE,0,2013,10.1424306631088,0,5.0665111541748
"36",FALSE,0,2015,8.70236232876778,0,5.0665111541748
"36",FALSE,0,2016,9.88996252417564,0,5.0665111541748
"40",FALSE,0,2012,7.88805261254311,0,6.16025733947754
"40",FALSE,0,2013,7.85394608974457,0,6.16025733947754
"40",FALSE,0,2015,6.26825764775276,0,6.16025733947754
"40",FALSE,0,2016,7.68577978014946,0,6.16025733947754
"41",FALSE,0,2012,4.35967296361923,0,5.37049865722656
"41",FALSE,0,2013,3.21229062974453,0,5.37049865722656
"41",FALSE,0,2015,1.90839692950249,0,5.37049865722656
"41",FALSE,0,2016,4.34153415262699,0,5.37049865722656
"42",FALSE,0,2012,4.35041710734367,0,5.88337802886963
"42",FALSE,0,2013,6.30076304078102,0,5.88337802886963
"42",FALSE,0,2015,4.0095180273056,0,5.88337802886963
"42",FALSE,0,2016,7.02304616570473,0,5.88337802886963
"43",FALSE,0,2012,4.94933761656284,0,5.95550060272217
"43",FALSE,0,2013,6.13899603486061,0,5.95550060272217
"43",FALSE,0,2015,5.16039058566093,0,5.95550060272217
"43",FALSE,0,2016,6.43044635653496,0,5.95550060272217
"46",TRUE,0,2012,8.69050323963165,0,1.57277393341064
"46",TRUE,0,2013,7.08589628338814,0,1.57277393341064
"46",TRUE,0,2015,5.87224289774895,0,1.57277393341064
"46",TRUE,1,2016,10.1524464786053,2.49916505813599,1.57277393341064
"44",FALSE,0,2012,4.19985502958298,0,5.19279003143311
"44",FALSE,0,2013,4.63320463895798,0,5.19279003143311
"44",FALSE,0,2015,3.36363650858402,0,5.19279003143311
"44",FALSE,0,2016,5.17387613654137,0,5.19279003143311
"45",FALSE,0,2012,6.34732097387314,0,5.24849653244019
"45",FALSE,0,2013,6.5577320754528,0,5.24849653244019
"45",FALSE,0,2015,4.67671044170856,0,5.24849653244019
"45",FALSE,0,2016,5.67948259413242,0,5.24849653244019
"48",TRUE,0,2012,4.82555516064167,0,3.40916562080383
"48",TRUE,0,2013,6.32851421833038,0,3.40916562080383
"48",TRUE,0,2015,5.27160204946995,0,3.40916562080383
"48",TRUE,1,2016,8.85051265358925,2.62308502197266,3.40916562080383
"49",TRUE,0,2012,4.34312932193279,0,2.22245907783508
"49",TRUE,0,2013,5.12189157307148,0,2.22245907783508
"49",TRUE,0,2015,4.60823699831963,0,2.22245907783508
"49",TRUE,1,2016,8.33639651536942,4.48573398590088,2.22245907783508
"51",FALSE,0,2012,6.38951435685158,0,4.11659526824951
"51",FALSE,0,2013,6.14372454583645,0,4.11659526824951
"51",FALSE,0,2015,5.16411364078522,0,4.11659526824951
"51",FALSE,0,2016,5.9230238199234,0,4.11659526824951
"47",TRUE,0,2012,4.28211577236652,0,3.57878565788269
"47",TRUE,0,2013,5.50724640488625,0,3.57878565788269
"47",TRUE,0,2015,2.68096514046192,0,3.57878565788269
"47",TRUE,1,2016,6.19195029139519,NA,3.57878565788269
"50",FALSE,0,2012,5.68532086908817,0,6.14551544189453
"50",FALSE,0,2013,6.2415100634098,0,6.14551544189453
"50",FALSE,0,2015,4.90435026586056,0,6.14551544189453
"50",FALSE,0,2016,5.54466769099236,0,6.14551544189453
"56",FALSE,0,2012,5.73857612907887,0,5.41289520263672
"56",FALSE,0,2013,4.60279583930969,0,5.41289520263672
"56",FALSE,0,2015,2.843426913023,0,5.41289520263672
"56",FALSE,0,2016,4.60952371358871,0,5.41289520263672
"52",FALSE,0,2012,2.73783728480339,0,5.54572439193726
"52",FALSE,0,2013,3.53830307722092,0,5.54572439193726
"52",FALSE,0,2015,2.63772327452898,0,5.54572439193726
"52",FALSE,0,2016,3.57116870582104,0,5.54572439193726
"53",FALSE,0,2012,6.0664176940918,0,5.50683450698853
"53",FALSE,0,2013,6.5857358276844,0,5.50683450698853
"53",FALSE,0,2015,5.1972646266222,0,5.50683450698853
"53",FALSE,0,2016,6.60581290721893,0,5.50683450698853
"55",TRUE,0,2012,16.9871792197227,0,0.722705960273743
"55",TRUE,0,2013,11.6618074476719,0,0.722705960273743
"55",TRUE,0,2015,11.9266055524349,0,0.722705960273743
"55",TRUE,1,2016,17.5126910209656,3.29854393005371,0.722705960273743
"54",FALSE,0,2012,4.96894419193268,0,6.13643026351929
"54",FALSE,0,2013,5.58428131043911,0,6.13643026351929
"54",FALSE,0,2015,2.72511839866638,0,6.13643026351929
"54",FALSE,0,2016,3.14070358872414,0,6.13643026351929
"57",FALSE,0,2012,2.53183860331774,0,5.52982568740845
"57",FALSE,0,2013,3.66364009678364,0,5.52982568740845
"57",FALSE,0,2015,2.95876376330853,0,5.52982568740845
"57",FALSE,0,2016,3.7658367305994,0,5.52982568740845
"58",FALSE,0,2012,7.81799405813217,0,4.70989036560059
"58",FALSE,0,2013,6.85890838503838,0,4.70989036560059
"58",FALSE,0,2015,5.97652085125446,0,4.70989036560059
"58",FALSE,0,2016,6.51002377271652,0,4.70989036560059
"59",FALSE,0,2012,2.53981463611126,0,5.62174034118652
"59",FALSE,0,2013,3.65448519587517,0,5.62174034118652
"59",FALSE,0,2015,2.49390378594398,0,5.62174034118652
"59",FALSE,0,2016,3.32067161798477,0,5.62174034118652
"60",FALSE,0,2012,5.20816445350647,0,4.89079999923706
"60",FALSE,0,2013,6.63958862423897,0,4.89079999923706
"60",FALSE,0,2015,5.24294525384903,0,4.89079999923706
"60",FALSE,0,2016,6.58984482288361,0,4.89079999923706
"61",FALSE,0,2012,2.52225510776043,0,2.85243916511536
"61",FALSE,0,2013,1.82370822876692,0,2.85243916511536
"61",FALSE,0,2015,3.16139757633209,0,2.85243916511536
"61",FALSE,0,2016,3.68509218096733,0,2.85243916511536
"62",FALSE,0,2012,3.66748161613941,0,2.16447186470032
"62",FALSE,0,2013,2.36966833472252,0,2.16447186470032
"62",FALSE,0,2015,2.23325062543154,0,2.16447186470032
"62",FALSE,0,2016,4.44444455206394,0,2.16447186470032
"63",FALSE,0,2012,2.49780900776386,0,5.48068046569824
"63",FALSE,0,2013,2.52365935593843,0,5.48068046569824
"63",FALSE,0,2015,2.65878885984421,0,5.48068046569824
"63",FALSE,0,2016,2.87693124264479,0,5.48068046569824
"65",FALSE,0,2012,5.5324848741293,0,5.00769758224487
"65",FALSE,0,2013,5.38616515696049,0,5.00769758224487
"65",FALSE,0,2015,5.43310418725014,0,5.00769758224487
"65",FALSE,0,2016,6.84801489114761,0,5.00769758224487
"66",FALSE,0,2012,6.15046694874763,0,3.93710589408875
"66",FALSE,0,2013,4.92170006036758,0,3.93710589408875
"66",FALSE,0,2015,3.84404174983501,0,3.93710589408875
"66",FALSE,0,2016,5.824039503932,0,3.93710589408875
"64",FALSE,0,2012,7.66598209738731,0,6.2227349281311
"64",FALSE,0,2013,5.60316406190395,0,6.2227349281311
"64",FALSE,0,2015,4.16345410048962,0,6.2227349281311
"64",FALSE,0,2016,6.25965967774391,0,6.2227349281311
"67",FALSE,0,2012,4.71390038728714,0,5.82540988922119
"67",FALSE,0,2013,6.07718452811241,0,5.82540988922119
"67",FALSE,0,2015,4.94636483490467,0,5.82540988922119
"67",FALSE,0,2016,7.05262273550034,0,5.82540988922119
"68",FALSE,0,2012,9.63734015822411,0,5.52784061431885
"68",FALSE,0,2013,9.21099632978439,0,5.52784061431885
"68",FALSE,0,2015,7.51794502139091,0,5.52784061431885
"68",FALSE,0,2016,7.5770191848278,0,5.52784061431885
"69",FALSE,0,2012,3.5457368940115,0,5.69507789611816
"69",FALSE,0,2013,4.73995506763458,0,5.69507789611816
"69",FALSE,0,2015,3.7523377686739,0,5.69507789611816
"69",FALSE,0,2016,4.86117415130138,0,5.69507789611816
"70",FALSE,0,2012,5.84574937820435,0,2.8791983127594
"70",FALSE,0,2013,6.08323737978935,0,2.8791983127594
"70",FALSE,0,2015,5.79764395952225,0,2.8791983127594
"70",FALSE,0,2016,7.91524350643158,0,2.8791983127594
"73",TRUE,0,2012,6.0967355966568,0,0.587786614894867
"73",TRUE,0,2013,7.1608230471611,0,0.587786614894867
"73",TRUE,0,2015,6.68568834662437,0,0.587786614894867
"73",TRUE,1,2016,9.67761427164078,2.49232411384583,0.587786614894867
"77",FALSE,0,2012,4.39618639647961,0,5.26253461837769
"77",FALSE,0,2013,4.91095520555973,0,5.26253461837769
"77",FALSE,0,2015,4.04364578425884,0,5.26253461837769
"77",FALSE,0,2016,5.46347461640835,0,5.26253461837769
"71",FALSE,0,2012,12.4185651540756,0,5.45839309692383
"71",FALSE,0,2013,12.6155391335487,0,5.45839309692383
"71",FALSE,0,2015,11.0624559223652,0,5.45839309692383
"71",FALSE,0,2016,11.6599477827549,0,5.45839309692383
"72",FALSE,0,2012,4.11542095243931,0,4.13788270950317
"72",FALSE,0,2013,5.30451871454716,0,4.13788270950317
"72",FALSE,0,2015,6.60134106874466,0,4.13788270950317
"72",FALSE,0,2016,7.27969333529472,0,4.13788270950317
"74",FALSE,0,2012,5.28301894664764,0,5.25415658950806
"74",FALSE,0,2013,4.89913560450077,0,5.25415658950806
"74",FALSE,0,2015,3.76850590109825,0,5.25415658950806
"74",FALSE,0,2016,5.92672415077686,0,5.25415658950806
"75",FALSE,0,2012,2.30725947767496,0,5.29556369781494
"75",FALSE,0,2013,2.24817991256714,0,5.29556369781494
"75",FALSE,0,2015,2.51424740999937,0,5.29556369781494
"75",FALSE,0,2016,3.53899449110031,0,5.29556369781494
"76",FALSE,0,2012,2.73972600698471,0,5.22370147705078
"76",FALSE,0,2013,2.66666673123837,0,5.22370147705078
"76",FALSE,0,2015,1.34228188544512,0,5.22370147705078
"76",FALSE,0,2016,3.50877195596695,0,5.22370147705078
"78",FALSE,0,2012,10.602568089962,0,5.40141534805298
"78",FALSE,0,2013,8.53018388152122,0,5.40141534805298
"78",FALSE,0,2015,8.9775562286377,0,5.40141534805298
"78",FALSE,0,2016,10.2094240486622,0,5.40141534805298
"79",FALSE,0,2012,4.15054522454739,0,5.29486131668091
"79",FALSE,0,2013,4.34173680841923,0,5.29486131668091
"79",FALSE,0,2015,3.04212160408497,0,5.29486131668091
"79",FALSE,0,2016,5.34351132810116,0,5.29486131668091
"80",FALSE,0,2012,5.85106387734413,0,4.94478034973145
"80",FALSE,0,2013,8.54360312223434,0,4.94478034973145
"80",FALSE,0,2015,7.20276236534119,0,4.94478034973145
"80",FALSE,0,2016,7.69230797886848,0,4.94478034973145
"81",FALSE,0,2012,6.64556995034218,0,5.67497158050537
"81",FALSE,0,2013,6.09235540032387,0,5.67497158050537
"81",FALSE,0,2015,5.0745066255331,0,5.67497158050537
"81",FALSE,0,2016,6.30797743797302,0,5.67497158050537
"84",FALSE,0,2012,4.7409038990736,0,5.80853271484375
"84",FALSE,0,2013,5.83634190261364,0,5.80853271484375
"84",FALSE,0,2015,3.78408469259739,0,5.80853271484375
"84",FALSE,0,2016,7.21062645316124,0,5.80853271484375
"82",TRUE,0,2012,6.62914291024208,0,1.89761984348297
"82",TRUE,0,2013,5.57939931750298,0,1.89761984348297
"82",TRUE,0,2015,6.45848140120506,0,1.89761984348297
"82",TRUE,1,2016,10.6583073735237,2.72395801544189,1.89761984348297
"83",FALSE,0,2012,4.0320098400116,0,4.95814847946167
"83",FALSE,0,2013,4.17150370776653,0,4.95814847946167
"83",FALSE,0,2015,4.66634817421436,0,4.95814847946167
"83",FALSE,0,2016,6.22045062482357,0,4.95814847946167
"85",TRUE,0,2012,6.39534890651703,0,3.02431964874268
"85",TRUE,0,2013,4.13943342864513,0,3.02431964874268
"85",TRUE,0,2015,2.32558138668537,0,3.02431964874268
"85",TRUE,1,2016,7.51295313239098,1.59705197811127,3.02431964874268
"86",FALSE,0,2012,3.7049125880003,0,4.7240195274353
"86",FALSE,0,2013,2.59631499648094,0,4.7240195274353
"86",FALSE,0,2015,2.43512261658907,0,4.7240195274353
"86",FALSE,0,2016,3.22878211736679,0,4.7240195274353
"87",FALSE,0,2012,7.54617378115654,0,5.53599500656128
"87",FALSE,0,2013,7.51964077353477,0,5.53599500656128
"87",FALSE,0,2015,6.07361979782581,0,5.53599500656128
"87",FALSE,0,2016,8.56230035424232,0,5.53599500656128
"88",FALSE,0,2012,3.22404727339745,0,5.66417503356934
"88",FALSE,0,2013,4.1161023080349,0,5.66417503356934
"88",FALSE,0,2015,3.06044910103083,0,5.66417503356934
"88",FALSE,0,2016,5.36485947668552,0,5.66417503356934
"89",FALSE,0,2012,1.83486230671406,0,5.33782625198364
"89",FALSE,0,2013,2.0833333954215,0,5.33782625198364
"89",FALSE,0,2015,2.74725276976824,0,5.33782625198364
"89",FALSE,0,2016,3.31753566861153,0,5.33782625198364
"90",FALSE,0,2012,2.57787331938744,0,3.70573663711548
"90",FALSE,0,2013,1.45077724009752,0,3.70573663711548
"90",FALSE,0,2015,1.21786193922162,0,3.70573663711548
"90",FALSE,0,2016,2.3142509162426,0,3.70573663711548
"91",TRUE,0,2012,4.06249985098839,0,3.86220240592957
"91",TRUE,0,2013,6.134969368577,0,3.86220240592957
"91",TRUE,0,2015,2.34113708138466,0,3.86220240592957
"91",TRUE,1,2016,5.01672253012657,4.00964593887329,3.86220240592957
"95",TRUE,0,2012,4.16721403598785,0,1.88403475284576
"95",TRUE,0,2013,5.14214746654034,0,1.88403475284576
"95",TRUE,0,2015,4.792071133852,0,1.88403475284576
"95",TRUE,1,2016,5.92676922678947,1.73787498474121,1.88403475284576
"92",FALSE,0,2012,9.54626575112343,0,5.42947721481323
"92",FALSE,0,2013,9.32858884334564,0,5.42947721481323
"92",FALSE,0,2015,7.69245252013206,0,5.42947721481323
"92",FALSE,0,2016,8.48734527826309,0,5.42947721481323
"93",FALSE,0,2012,4.23267856240273,0,5.79081630706787
"93",FALSE,0,2013,5.40623776614666,0,5.79081630706787
"93",FALSE,0,2015,4.34551164507866,0,5.79081630706787
"93",FALSE,0,2016,5.82212693989277,0,5.79081630706787
"94",FALSE,0,2012,3.1482957303524,0,5.45271110534668
"94",FALSE,0,2013,4.30394783616066,0,5.45271110534668
"94",FALSE,0,2015,3.91150303184986,0,5.45271110534668
"94",FALSE,0,2016,5.45928664505482,0,5.45271110534668
"96",FALSE,0,2012,7.99999982118607,0,4.11838674545288
"96",FALSE,0,2013,4.96453903615475,0,4.11838674545288
"96",FALSE,0,2015,1.93798448890448,0,4.11838674545288
"96",FALSE,0,2016,4.36241626739502,0,4.11838674545288
"1",FALSE,0,2012,4.59975712001324,0,NA
"1",FALSE,0,2013,4.44139540195465,0,NA
"1",FALSE,0,2015,4.75042201578617,0,NA
"1",FALSE,0,2016,4.50260415673256,0,NA
